,district,building_type,heat_source,value
6530,Alb-Donau-Kreis,11,0,0.6261
6531,Alb-Donau-Kreis,9,0,0.4298
6532,Alb-Donau-Kreis,38,4,0.0965
6533,Alb-Donau-Kreis,1,4,0.3857
6534,Alb-Donau-Kreis,6,4,0.3016
6535,Alb-Donau-Kreis,11,4,0.2029
6536,Alb-Donau-Kreis,9,4,0.1169
6537,Alb-Donau-Kreis,38,2,0.1186
6538,Alb-Donau-Kreis,1,2,0.3138
6539,Alb-Donau-Kreis,6,2,0.2296
6540,Biberach,100,0,0.8676
6541,Biberach,100,4,0.4008
6542,Biberach,100,2,0.5915
6543,Biberach,100,3,0.2732
6544,Biberach,100,1,0.7997
6545,Biberach,38,0,0.3637
6546,Biberach,11,0,0.7145
6547,Biberach,6,0,0.8316
6548,Biberach,9,0,0.5347
6549,Biberach,1,0,0.9441
6550,Biberach,38,4,0.12
6551,Biberach,11,4,0.2393
6552,Biberach,6,4,0.3413
6553,Biberach,9,4,0.1847
6554,Biberach,1,4,0.4576
6555,Biberach,38,2,0.2419
6556,Biberach,11,2,0.4675
6557,Biberach,6,2,0.5706
6558,Biberach,9,2,0.3374
6559,Biberach,1,2,0.6485
6560,Biberach,38,3,0.0591
6561,Biberach,11,3,0.155
6562,Biberach,6,3,0.245
6563,Biberach,9,3,0.0959
6564,Biberach,1,3,0.316
6565,Biberach,38,1,0.2057
6566,Biberach,11,1,0.5248
6567,Biberach,6,1,0.7357
6568,Biberach,9,1,0.3877
6569,Biberach,1,1,0.9038
6570,Bodenseekreis,100,0,0.79
6571,Bodenseekreis,100,4,0.3367
6572,Bodenseekreis,100,2,0.5147
6573,Bodenseekreis,100,3,0.2017
6574,Bodenseekreis,100,1,0.674
6575,Bodenseekreis,9,0,0.4594
6576,Bodenseekreis,11,0,0.6743
6577,Bodenseekreis,38,0,0.3737
6578,Bodenseekreis,6,0,0.7875
6579,Bodenseekreis,1,0,0.8897
6580,Bodenseekreis,9,4,0.1591
6581,Bodenseekreis,11,4,0.2351
6582,Bodenseekreis,38,4,0.1056
6583,Bodenseekreis,6,4,0.3152
6584,Bodenseekreis,1,4,0.4032
6585,Bodenseekreis,9,2,0.2853
6586,Bodenseekreis,11,2,0.4356
6587,Bodenseekreis,38,2,0.226
6588,Bodenseekreis,6,2,0.5104
6589,Bodenseekreis,1,2,0.5841
6590,Bodenseekreis,9,3,0.0718
6591,Bodenseekreis,11,3,0.1364
6592,Bodenseekreis,38,3,0.0465
6593,Bodenseekreis,6,3,0.1967
6594,Bodenseekreis,1,3,0.2456
6595,Bodenseekreis,9,1,0.3283
6596,Bodenseekreis,11,1,0.4625
6597,Bodenseekreis,38,1,0.2459
6598,Bodenseekreis,6,1,0.6534
6599,Bodenseekreis,1,1,0.8015
6600,Ravensburg,100,0,0.7892
6601,Ravensburg,100,2,0.5051
6602,Ravensburg,100,3,0.1741
6603,Ravensburg,100,1,0.6897
6604,Ravensburg,9,0,0.4201
6605,Ravensburg,1,0,0.9034
6606,Ravensburg,6,0,0.7639
6607,Ravensburg,38,0,0.303
6608,Ravensburg,11,0,0.6849
6609,Ravensburg,9,4,0.1267
6610,Ravensburg,1,4,0.3771
6611,Ravensburg,6,4,0.2531
6612,Ravensburg,38,4,0.0834
6613,Ravensburg,11,4,0.1977
6614,Ravensburg,9,2,0.2633
6615,Ravensburg,1,2,0.5831
6616,Ravensburg,6,2,0.4841
6617,Ravensburg,38,2,0.1908
6618,Ravensburg,9,3,0.0545
6619,Ravensburg,1,3,0.2198
6620,Ravensburg,6,3,0.1554
6621,Ravensburg,38,3,0.0248
6622,Ravensburg,11,3,0.0974
6623,Ravensburg,9,1,0.2863
6624,Ravensburg,1,1,0.8342
6625,Ravensburg,6,1,0.6306
6626,Ravensburg,38,1,0.1896
6627,Ravensburg,100,4,0.3062
6628,Ravensburg,11,1,0.4802
6629,Ravensburg,11,2,0.421
6630,Sigmaringen,100,0,0.8313
6631,Sigmaringen,100,4,0.3863
6632,Sigmaringen,100,2,0.4839
6633,Sigmaringen,100,3,0.2149
6634,Sigmaringen,100,1,0.7541
6635,Sigmaringen,6,0,0.7836
6636,Sigmaringen,9,0,0.4564
6637,Sigmaringen,38,0,0.2587
6638,Sigmaringen,1,0,0.9122
6639,Sigmaringen,11,0,0.6873
6640,Sigmaringen,6,4,0.3329
6641,Sigmaringen,9,4,0.1675
6642,Sigmaringen,38,4,0.0967
6643,Sigmaringen,1,4,0.4416
6644,Sigmaringen,11,4,0.2325
6645,Sigmaringen,6,2,0.4697
6646,Sigmaringen,9,2,0.2323
6647,Sigmaringen,38,2,0.1641
6648,Sigmaringen,1,2,0.5316
6649,Sigmaringen,11,2,0.4001
6650,Sigmaringen,6,3,0.1999
6651,Sigmaringen,9,3,0.0713
6652,Sigmaringen,38,3,0.0436
6653,Sigmaringen,1,3,0.2473
6654,Sigmaringen,11,3,0.121
6655,Sigmaringen,6,1,0.6734
6656,Sigmaringen,9,1,0.334
6657,Sigmaringen,38,1,0.1566
6658,Sigmaringen,1,1,0.8568
6659,Sigmaringen,11,1,0.49
